,name,trainer,course,start_date,score,trait,week
14837,Penni Grioli,Edward Reinhart,Data,2019-04-08,7.0,Professional,8
14838,Kial Gowdy,Edward Reinhart,Data,2019-04-08,8.0,Professional,8
14839,Haskell Mcdonnell,Edward Reinhart,Data,2019-04-08,8.0,Professional,8
14840,Jeffy Dudding,Edward Reinhart,Data,2019-04-08,6.0,Professional,8
14841,Damaris Vallance,Edward Reinhart,Data,2019-04-08,8.0,Professional,8
14842,Stacee Kidson,Edward Reinhart,Data,2019-04-08,8.0,Professional,8
14843,Anica Vallis,Edward Reinhart,Data,2019-04-08,8.0,Professional,8
14844,Emmey Wadforth,Lucy Foster,Data,2019-05-20,5.0,Professional,8
14845,Sayer Weedon,Lucy Foster,Data,2019-05-20,8.0,Professional,8
14846,Norbie Iacobucci,Lucy Foster,Data,2019-05-20,,Professional,8
14847,Lynnell Samber,Lucy Foster,Data,2019-05-20,7.0,Professional,8
14848,Hogan Bushnell,Lucy Foster,Data,2019-05-20,4.0,Professional,8
14849,Scott Duny,Lucy Foster,Data,2019-05-20,8.0,Professional,8
14850,Viv Newby,Lucy Foster,Data,2019-05-20,5.0,Professional,8
14851,Louise Dowse,Lucy Foster,Data,2019-05-20,7.0,Professional,8
14852,Haroun Mccrohon,Lucy Foster,Data,2019-05-20,8.0,Professional,8
14853,Devan Claricoats,Lucy Foster,Data,2019-05-20,8.0,Professional,8
14854,Matthaeus Audas,Lucy Foster,Data,2019-05-20,8.0,Professional,8
14855,Halsey Broader,Lucy Foster,Data,2019-05-20,8.0,Professional,8
14856,Rina Soffe,Lucy Foster,Data,2019-05-20,8.0,Professional,8
14857,Marcy Treat,Gina Cartwright,Data,2019-07-22,7.0,Professional,8
14858,Heindrick Mckiddin,Gina Cartwright,Data,2019-07-22,8.0,Professional,8
14859,Danella Winkett,Gina Cartwright,Data,2019-07-22,8.0,Professional,8
14860,Darrin Perrelle,Gina Cartwright,Data,2019-07-22,7.0,Professional,8
14861,Janelle Forbear,Gina Cartwright,Data,2019-07-22,7.0,Professional,8
14862,Sorcha Argue,Gina Cartwright,Data,2019-07-22,8.0,Professional,8
14863,Toddie Rubanenko,Gina Cartwright,Data,2019-07-22,7.0,Professional,8
14864,Selby Floyd,Gina Cartwright,Data,2019-07-22,8.0,Professional,8
14865,Claudio Handrick,Gina Cartwright,Data,2019-07-22,4.0,Professional,8
14866,Kingston Comsty,Gina Cartwright,Data,2019-07-22,8.0,Professional,8
14867,Benedikt Cohani,Gina Cartwright,Data,2019-07-22,8.0,Professional,8
14868,Morgen Lilywhite,Gina Cartwright,Data,2019-07-22,8.0,Professional,8
14869,Job Restall,Gina Cartwright,Data,2019-07-22,7.0,Professional,8
14870,Wilhelm Jouanet,Gina Cartwright,Data,2019-07-22,8.0,Professional,8
14871,Malvina Whiteford,Lucy Foster,Data,2019-08-05,7.0,Professional,8
14872,Belle Catherall,Lucy Foster,Data,2019-08-05,8.0,Professional,8
14873,Ortensia Winscomb,Lucy Foster,Data,2019-08-05,8.0,Professional,8
14874,Staffard Load,Lucy Foster,Data,2019-08-05,8.0,Professional,8
14875,Bowie Endersby,Lucy Foster,Data,2019-08-05,6.0,Professional,8
14876,Tonye Ambrogio,Lucy Foster,Data,2019-08-05,8.0,Professional,8
14877,Celina Polley,Lucy Foster,Data,2019-08-05,8.0,Professional,8
14878,Muhammad Linn,Lucy Foster,Data,2019-08-05,8.0,Professional,8
14879,Farica Harding,Lucy Foster,Data,2019-08-05,7.0,Professional,8
14880,Marquita Forrington,Lucy Foster,Data,2019-08-05,8.0,Professional,8
14881,Muffin Jandel,Lucy Foster,Data,2019-08-05,,Professional,8
14882,Nadya Pineaux,Lucy Foster,Data,2019-08-05,8.0,Professional,8
14883,Dewitt Milborn,Lucy Foster,Data,2019-08-05,,Professional,8
14884,Levy Standage,Lucy Foster,Data,2019-08-05,8.0,Professional,8
14885,Silvain Kuhwald,Lucy Foster,Data,2019-08-19,8.0,Professional,8
14886,Aguie Morrad,Lucy Foster,Data,2019-08-19,8.0,Professional,8
14887,Bertram Esgate,Lucy Foster,Data,2019-08-19,5.0,Professional,8
14888,Marlon Reside,Lucy Foster,Data,2019-08-19,8.0,Professional,8
14889,Micheal Di Matteo,Lucy Foster,Data,2019-08-19,7.0,Professional,8
14890,Regina Calver,Lucy Foster,Data,2019-08-19,8.0,Professional,8
14891,Jodie Kaygill,Lucy Foster,Data,2019-08-19,8.0,Professional,8
14892,Ingunna Adin,Lucy Foster,Data,2019-08-19,8.0,Professional,8
14893,Carlos Gerckens,Lucy Foster,Data,2019-08-19,8.0,Professional,8
14894,Sherline Cudihy,Lucy Foster,Data,2019-08-19,6.0,Professional,8
14895,Trudie Kiellor,Lucy Foster,Data,2019-08-19,8.0,Professional,8
14896,Edvard Northen,Lucy Foster,Data,2019-09-23,6.0,Professional,8
14897,Alwin Bullman,Lucy Foster,Data,2019-09-23,8.0,Professional,8
14898,Bob Rogerson,Lucy Foster,Data,2019-09-23,8.0,Professional,8
14899,Kerr Coucha,Lucy Foster,Data,2019-09-23,7.0,Professional,8
14900,Nancie Mehaffey,Lucy Foster,Data,2019-09-23,8.0,Professional,8
14901,Violet Luscombe,Lucy Foster,Data,2019-09-23,8.0,Professional,8
14902,Cora Klausewitz,Lucy Foster,Data,2019-09-23,8.0,Professional,8
14903,Scarface Gallihaulk,Lucy Foster,Data,2019-09-23,8.0,Professional,8
14904,Anna Lamperti,Lucy Foster,Data,2019-09-23,5.0,Professional,8
14905,Collin Commins,Lucy Foster,Data,2019-09-23,8.0,Professional,8
14906,Chrissy Bartholin,Lucy Foster,Data,2019-09-23,,Professional,8
14907,Baird Reynoollds,Lucy Foster,Data,2019-09-23,7.0,Professional,8
14908,Vasili Cartledge,Lucy Foster,Data,2019-09-23,7.0,Professional,8
14909,Otes Kemster,Gina Cartwright,Data,2019-10-28,8.0,Professional,8
14910,Kahaleel Tatem,Gina Cartwright,Data,2019-10-28,8.0,Professional,8
14911,Antonetta Rustedge,Gina Cartwright,Data,2019-10-28,6.0,Professional,8
14912,Anestassia Gadman,Gina Cartwright,Data,2019-10-28,7.0,Professional,8
14913,Babara Veazey,Gina Cartwright,Data,2019-10-28,,Professional,8
14914,Candie Senner,Gina Cartwright,Data,2019-10-28,,Professional,8
14915,Sydelle Russo,Gina Cartwright,Data,2019-10-28,4.0,Professional,8
14916,Warner Harse,Gina Cartwright,Data,2019-10-28,8.0,Professional,8
14917,Tabbatha Kullmann,Gina Cartwright,Data,2019-10-28,8.0,Professional,8
14918,Drucie Bianco,Gina Cartwright,Data,2019-10-28,5.0,Professional,8
14919,Malvin Penrith,Gina Cartwright,Data,2019-10-28,,Professional,8
14920,Clay Perillo,Gina Cartwright,Data,2019-10-28,8.0,Professional,8
14921,Sandy Droogan,Edward Reinhart,Data,2019-11-18,,Professional,8
14922,Othilia Hutton,Edward Reinhart,Data,2019-11-18,8.0,Professional,8
14923,Lindon Mee,Edward Reinhart,Data,2019-11-18,8.0,Professional,8
14924,Danella Leisk,Edward Reinhart,Data,2019-11-18,5.0,Professional,8
14925,Waylan Gors,Edward Reinhart,Data,2019-11-18,8.0,Professional,8
14926,Gisela Andrea,Edward Reinhart,Data,2019-11-18,8.0,Professional,8
14927,Augusta Gilfoy,Edward Reinhart,Data,2019-11-18,8.0,Professional,8
14928,Pier Spatig,Edward Reinhart,Data,2019-11-18,,Professional,8
14929,Brenna Mcgroarty,Edward Reinhart,Data,2019-11-18,8.0,Professional,8
14930,Susannah Bengough,John Sandbox,Data,2019-12-16,8.0,Professional,8
14931,Madison Getch,John Sandbox,Data,2019-12-16,8.0,Professional,8
14932,Leicester Banker,John Sandbox,Data,2019-12-16,8.0,Professional,8
14933,Murvyn Aers,John Sandbox,Data,2019-12-16,5.0,Professional,8
14934,Morley Battell,John Sandbox,Data,2019-12-16,3.0,Professional,8
14935,Juliane Jacobssen,John Sandbox,Data,2019-12-16,6.0,Professional,8
14936,Teirtza Docharty,John Sandbox,Data,2019-12-16,,Professional,8
14937,Arny Dobrowolny,John Sandbox,Data,2019-12-16,8.0,Professional,8
14938,Derby Mcglashan,John Sandbox,Data,2019-12-16,8.0,Professional,8
14939,Sharron Starling,John Sandbox,Data,2019-12-16,,Professional,8
14940,Amalea Harrell,John Sandbox,Data,2019-12-16,,Professional,8
14941,Finn Maasze,John Sandbox,Data,2019-12-16,8.0,Professional,8
14942,Gianina Wandless,Trixie Orange,Data,2019-12-30,8.0,Professional,8
14943,Kaitlyn Chagg,Trixie Orange,Data,2019-12-30,5.0,Professional,8
14944,Scotti Bromfield,Trixie Orange,Data,2019-12-30,8.0,Professional,8
14945,Genovera Mattek,Trixie Orange,Data,2019-12-30,6.0,Professional,8
14946,Yorgos O'Rourke,Trixie Orange,Data,2019-12-30,8.0,Professional,8
14947,Sigrid Veitch,Eshal Brandt,Engineering,2019-02-18,6.0,Professional,8
14948,Rodrick Henworth,Eshal Brandt,Engineering,2019-02-18,8.0,Professional,8
14949,Reggie Lawlor,Eshal Brandt,Engineering,2019-02-18,8.0,Professional,8
14950,Thornton Thuillier,Eshal Brandt,Engineering,2019-02-18,8.0,Professional,8
14951,Thomasine Poundford,Eshal Brandt,Engineering,2019-02-18,8.0,Professional,8
14952,Wakefield Jeves,Eshal Brandt,Engineering,2019-02-18,6.0,Professional,8
14953,Ced Danielut,Eshal Brandt,Engineering,2019-02-18,6.0,Professional,8
14954,Austin Brister,Eshal Brandt,Engineering,2019-02-18,2.0,Professional,8
14955,Windham Biagi,Eshal Brandt,Engineering,2019-02-18,,Professional,8
14956,Wendy Ducastel,Eshal Brandt,Engineering,2019-02-18,8.0,Professional,8
14957,Daryle Janoch,Eshal Brandt,Engineering,2019-02-18,8.0,Professional,8
14958,Aluino Sainter,Eshal Brandt,Engineering,2019-02-18,4.0,Professional,8
14959,Magda Mckirton,Eshal Brandt,Engineering,2019-02-18,8.0,Professional,8
14960,Caryn Adriaan,Eshal Brandt,Engineering,2019-02-18,8.0,Professional,8
14961,Redd Jurges,Macey Broughton,Engineering,2019-04-01,8.0,Professional,8
14962,Fabian Exell,Macey Broughton,Engineering,2019-04-01,8.0,Professional,8
14963,Solly Kollas,Macey Broughton,Engineering,2019-04-01,4.0,Professional,8
14964,Barbabas Huygens,Macey Broughton,Engineering,2019-04-01,8.0,Professional,8
14965,Liuka Drissell,Macey Broughton,Engineering,2019-04-01,8.0,Professional,8
14966,Vikki Godsal,Macey Broughton,Engineering,2019-04-01,8.0,Professional,8
14967,Ealasaid Badcock,Macey Broughton,Engineering,2019-04-01,8.0,Professional,8
14968,Gal Wallwood,Macey Broughton,Engineering,2019-04-01,8.0,Professional,8
14969,Lotte Witherop,Macey Broughton,Engineering,2019-04-01,8.0,Professional,8
14970,Bella Tarbox,Macey Broughton,Engineering,2019-04-01,8.0,Professional,8
14971,Gabby Neilson,Macey Broughton,Engineering,2019-04-01,8.0,Professional,8
14972,Zitella Hembery,Macey Broughton,Engineering,2019-04-01,,Professional,8
14973,Danielle Absolom,Igor Coates,Engineering,2019-04-29,4.0,Professional,8
14974,Hughie Yeliashev,Igor Coates,Engineering,2019-04-29,8.0,Professional,8
14975,Sher Biesinger,Igor Coates,Engineering,2019-04-29,8.0,Professional,8
14976,Pepe Bendig,Igor Coates,Engineering,2019-04-29,7.0,Professional,8
14977,Neal Ginglell,Igor Coates,Engineering,2019-04-29,8.0,Professional,8
14978,Rozamond Wilton,Igor Coates,Engineering,2019-04-29,8.0,Professional,8
14979,Glenn Coaker,Igor Coates,Engineering,2019-04-29,5.0,Professional,8
14980,Daisy Brims,Igor Coates,Engineering,2019-04-29,7.0,Professional,8
14981,Lalo Halton,Igor Coates,Engineering,2019-04-29,5.0,Professional,8
14982,Palm Jakovijevic,Igor Coates,Engineering,2019-04-29,8.0,Professional,8
14983,Yelena Kelleway,Igor Coates,Engineering,2019-04-29,8.0,Professional,8
14984,Lay Trosdall,Igor Coates,Engineering,2019-04-29,8.0,Professional,8
14985,Kayle Ferenc,Igor Coates,Engineering,2019-04-29,7.0,Professional,8
14986,Law Massen,Mohammad Velazquez,Engineering,2019-05-27,8.0,Professional,8
14987,Aldridge Du Fray,Mohammad Velazquez,Engineering,2019-05-27,6.0,Professional,8
14988,Horatio Christley,Mohammad Velazquez,Engineering,2019-05-27,,Professional,8
14989,Mellicent Desaur,Mohammad Velazquez,Engineering,2019-05-27,8.0,Professional,8
14990,Ludovico Orridge,Mohammad Velazquez,Engineering,2019-05-27,8.0,Professional,8
14991,Chantal Mailes,Mohammad Velazquez,Engineering,2019-05-27,8.0,Professional,8
14992,Fax Schankelborg,Mohammad Velazquez,Engineering,2019-05-27,7.0,Professional,8
14993,Kellie Tanguy,Mohammad Velazquez,Engineering,2019-05-27,8.0,Professional,8
14994,Yalonda Beacom,Mohammad Velazquez,Engineering,2019-05-27,8.0,Professional,8
14995,Tab Shitliff,Mohammad Velazquez,Engineering,2019-05-27,5.0,Professional,8
14996,Tobie Culcheth,Mohammad Velazquez,Engineering,2019-05-27,6.0,Professional,8
14997,Gerianne Bagge,Macey Broughton,Engineering,2019-07-15,8.0,Professional,8
14998,William Tomlett,Macey Broughton,Engineering,2019-07-15,8.0,Professional,8
14999,Teddie Kemet,Macey Broughton,Engineering,2019-07-15,5.0,Professional,8
15000,Artur Domaschke,Macey Broughton,Engineering,2019-07-15,8.0,Professional,8
15001,Terrie Mackibbon,Macey Broughton,Engineering,2019-07-15,5.0,Professional,8
15002,Ignacius Pleasaunce,Macey Broughton,Engineering,2019-07-15,4.0,Professional,8
15003,Liane Lorente,Macey Broughton,Engineering,2019-07-15,8.0,Professional,8
15004,Sosanna Rawlings,Macey Broughton,Engineering,2019-07-15,7.0,Professional,8
15005,Allistir Langrick,Macey Broughton,Engineering,2019-07-15,8.0,Professional,8
15006,Honor Huntall,Macey Broughton,Engineering,2019-07-15,8.0,Professional,8
15007,Natassia Pawle,Macey Broughton,Engineering,2019-07-15,8.0,Professional,8
15008,Haywood Teager,Macey Broughton,Engineering,2019-07-15,8.0,Professional,8
15009,Marillin Rosendall,Macey Broughton,Engineering,2019-07-15,8.0,Professional,8
15010,Giustina Catford,Martina Meadows,Engineering,2019-07-22,6.0,Professional,8
15011,Kore Amburgy,Martina Meadows,Engineering,2019-07-22,8.0,Professional,8
15012,Constance Fellibrand,Martina Meadows,Engineering,2019-07-22,8.0,Professional,8
15013,Rickard Blakes,Martina Meadows,Engineering,2019-07-22,7.0,Professional,8
15014,Noe Fortnam,Martina Meadows,Engineering,2019-07-22,8.0,Professional,8
15015,Cherrita Mcgilleghole,Martina Meadows,Engineering,2019-07-22,5.0,Professional,8
15016,Charmain Diben,Martina Meadows,Engineering,2019-07-22,,Professional,8
15017,Bunny Barns,Martina Meadows,Engineering,2019-07-22,8.0,Professional,8
15018,Brewer Calderbank,Eshal Brandt,Engineering,2019-08-12,,Professional,8
15019,Fons Ghiotto,Eshal Brandt,Engineering,2019-08-12,8.0,Professional,8
15020,Evin De Roeck,Eshal Brandt,Engineering,2019-08-12,8.0,Professional,8
15021,Maxy Bensen,Eshal Brandt,Engineering,2019-08-12,8.0,Professional,8
15022,Calida Behr,Eshal Brandt,Engineering,2019-08-12,8.0,Professional,8
15023,Dannel Longmaid,Eshal Brandt,Engineering,2019-08-12,8.0,Professional,8
15024,Sarah Magor,Eshal Brandt,Engineering,2019-08-12,8.0,Professional,8
15025,Alistair Scanes,Eshal Brandt,Engineering,2019-08-12,8.0,Professional,8
15026,Homere Stentiford,Eshal Brandt,Engineering,2019-08-12,8.0,Professional,8
15027,Alvie Bleackly,Eshal Brandt,Engineering,2019-08-12,8.0,Professional,8
15028,Brnaby Bownes,Eshal Brandt,Engineering,2019-08-12,,Professional,8
15029,Blake Nunson,Eshal Brandt,Engineering,2019-09-16,8.0,Professional,8
15030,Deirdre Van Den Velde,Eshal Brandt,Engineering,2019-09-16,8.0,Professional,8
15031,Brose Menghi,Eshal Brandt,Engineering,2019-09-16,8.0,Professional,8
15032,Edithe Dimitrov,Eshal Brandt,Engineering,2019-09-16,8.0,Professional,8
15033,Demetrius Tunstall,Eshal Brandt,Engineering,2019-09-16,,Professional,8
15034,Chucho Galfour,Eshal Brandt,Engineering,2019-09-16,8.0,Professional,8
15035,Mozelle Grinnov,Eshal Brandt,Engineering,2019-09-16,7.0,Professional,8
15036,Roze Yepiskopov,Eshal Brandt,Engineering,2019-09-16,8.0,Professional,8
15037,Denise Oppy,Eshal Brandt,Engineering,2019-09-16,6.0,Professional,8
15038,Rafi Downse,Eshal Brandt,Engineering,2019-09-16,8.0,Professional,8
15039,Camellia Bette,Eshal Brandt,Engineering,2019-09-16,8.0,Professional,8
15040,Care Ife,Eshal Brandt,Engineering,2019-09-16,4.0,Professional,8
15041,Vance Fey,Macey Broughton,Engineering,2019-09-23,,Professional,8
15042,Dulcine Duffil,Macey Broughton,Engineering,2019-09-23,8.0,Professional,8
15043,Nona Coghlan,Macey Broughton,Engineering,2019-09-23,8.0,Professional,8
15044,Dorette Landall,Macey Broughton,Engineering,2019-09-23,,Professional,8
15045,Valdemar Smithen,Macey Broughton,Engineering,2019-09-23,8.0,Professional,8
15046,Norene Dericut,Macey Broughton,Engineering,2019-09-23,8.0,Professional,8
15047,Jillian Wenn,Macey Broughton,Engineering,2019-09-23,8.0,Professional,8
15048,Saraann Elcombe,Macey Broughton,Engineering,2019-09-23,,Professional,8
15049,Jenn Blitz,Mohammad Velazquez,Engineering,2019-10-28,8.0,Professional,8
15050,Chandra Best,Mohammad Velazquez,Engineering,2019-10-28,6.0,Professional,8
15051,Boniface Tansley,Mohammad Velazquez,Engineering,2019-10-28,8.0,Professional,8
15052,Cristal Jeans,Mohammad Velazquez,Engineering,2019-10-28,6.0,Professional,8
15053,Urson Sibthorp,Mohammad Velazquez,Engineering,2019-10-28,,Professional,8
15054,Vernon Bennough,Mohammad Velazquez,Engineering,2019-10-28,8.0,Professional,8
15055,Payton Turbard,Mohammad Velazquez,Engineering,2019-10-28,8.0,Professional,8
15056,Lilly Andreasen,Mohammad Velazquez,Engineering,2019-10-28,8.0,Professional,8
15057,Dixie O' Flaherty,Mohammad Velazquez,Engineering,2019-10-28,6.0,Professional,8
15058,Engelbert Palatino,Mohammad Velazquez,Engineering,2019-10-28,8.0,Professional,8
15059,Dudley Whiles,Mohammad Velazquez,Engineering,2019-10-28,8.0,Professional,8
15060,Tory Aireton,Macey Broughton,Engineering,2019-11-25,8.0,Professional,8
15061,Kelly Coneybeer,Macey Broughton,Engineering,2019-11-25,8.0,Professional,8
15062,Mic Wilshire,Macey Broughton,Engineering,2019-11-25,8.0,Professional,8
15063,Florella Boays,Macey Broughton,Engineering,2019-11-25,8.0,Professional,8
15064,Marshal Darycott,Macey Broughton,Engineering,2019-11-25,8.0,Professional,8
15065,Elva Boldero,Macey Broughton,Engineering,2019-11-25,8.0,Professional,8
15066,Archibold Spikeings,Macey Broughton,Engineering,2019-11-25,8.0,Professional,8
15067,Anatole Burston,Macey Broughton,Engineering,2019-11-25,8.0,Professional,8
15068,Gabbey Caesman,Macey Broughton,Engineering,2019-11-25,7.0,Professional,8
15069,Conny Samms,Mohammad Velazquez,Engineering,2019-12-16,,Professional,8
15070,Karyn Huortic,Mohammad Velazquez,Engineering,2019-12-16,8.0,Professional,8
15071,Giacopo Kyndred,Mohammad Velazquez,Engineering,2019-12-16,,Professional,8
15072,Fin Lung,Mohammad Velazquez,Engineering,2019-12-16,,Professional,8
15073,Marja Morfield,Mohammad Velazquez,Engineering,2019-12-16,8.0,Professional,8
15074,Gussy Stoving,Mohammad Velazquez,Engineering,2019-12-16,8.0,Professional,8
15075,Leena Joselevitch,Mohammad Velazquez,Engineering,2019-12-16,8.0,Professional,8
15076,Lazare Nellies,Mohammad Velazquez,Engineering,2019-12-16,7.0,Professional,8
15077,Flore Masden,Mohammad Velazquez,Engineering,2019-12-30,,Professional,8
15078,Benita Downgate,Mohammad Velazquez,Engineering,2019-12-30,,Professional,8
15079,Clark Kovacs,Mohammad Velazquez,Engineering,2019-12-30,8.0,Professional,8
15080,Horten Koomar,Mohammad Velazquez,Engineering,2019-12-30,8.0,Professional,8
15081,Moritz Mosedall,Mohammad Velazquez,Engineering,2019-12-30,8.0,Professional,8
15082,Chaim Inseal,Mohammad Velazquez,Engineering,2019-12-30,8.0,Professional,8
15083,Gertruda Syddie,Mohammad Velazquez,Engineering,2019-12-30,8.0,Professional,8
15084,Thom Derwin,Mohammad Velazquez,Engineering,2019-12-30,8.0,Professional,8
15085,Godfry Sephton,Mohammad Velazquez,Engineering,2019-12-30,6.0,Professional,8
15086,Quintus Penella,Gregor Gomez,Business,2019-02-11,,Professional,9
15087,Simon Murrey,Gregor Gomez,Business,2019-02-11,,Professional,9
15088,Gustaf Lude,Gregor Gomez,Business,2019-02-11,,Professional,9
15089,Yolanda Fosse,Gregor Gomez,Business,2019-02-11,,Professional,9
15090,Lynnett Swin,Gregor Gomez,Business,2019-02-11,,Professional,9
15091,Bart Godilington,Gregor Gomez,Business,2019-02-11,,Professional,9
15092,Deni Roust,Gregor Gomez,Business,2019-02-11,,Professional,9
15093,Gerhard Mcgrath,Gregor Gomez,Business,2019-02-11,,Professional,9
15094,Benedick Arnhold,Bruce Lugo,Business,2019-03-18,,Professional,9
15095,Herminia Brettel,Bruce Lugo,Business,2019-03-18,,Professional,9
15096,Nicolai Nussey,Bruce Lugo,Business,2019-03-18,,Professional,9
15097,Elora Ellen,Bruce Lugo,Business,2019-03-18,,Professional,9
15098,Llywellyn Hoggins,Bruce Lugo,Business,2019-03-18,,Professional,9
15099,Bobbye Hains,Bruce Lugo,Business,2019-03-18,,Professional,9
15100,Audrye Tobias,Bruce Lugo,Business,2019-03-18,,Professional,9
15101,Georg Battman,Bruce Lugo,Business,2019-03-18,,Professional,9
15102,Adolph Andreia,Bruce Lugo,Business,2019-03-18,,Professional,9
15103,Ilaire Ord,Bruce Lugo,Business,2019-03-18,,Professional,9
15104,Thorpe Pettett,Bruce Lugo,Business,2019-03-18,,Professional,9
15105,Tiphany Gribben,Bruce Lugo,Business,2019-03-18,,Professional,9
15106,Pam Hupka,Bruce Lugo,Business,2019-03-18,,Professional,9
15107,Verne Francescuzzi,Gregor Gomez,Business,2019-04-15,,Professional,9
15108,Audi Westmacott,Gregor Gomez,Business,2019-04-15,,Professional,9
15109,Gae Crutch,Gregor Gomez,Business,2019-04-15,,Professional,9
15110,Fowler Crewdson,Gregor Gomez,Business,2019-04-15,,Professional,9
15111,Joletta Matzaitis,Gregor Gomez,Business,2019-04-15,,Professional,9
15112,Ofelia Helm,Gregor Gomez,Business,2019-04-15,,Professional,9
15113,Quinton Kuhnt,Gregor Gomez,Business,2019-04-15,,Professional,9
15114,Frankie Mabee,Gregor Gomez,Business,2019-04-15,,Professional,9
15115,Cami Burberow,Gregor Gomez,Business,2019-04-15,,Professional,9
15116,Gayla Bownas,Gregor Gomez,Business,2019-04-15,,Professional,9
15117,Latisha Ibel,Gregor Gomez,Business,2019-04-15,,Professional,9
15118,Darb Noor,Neil Mccarthy,Business,2019-05-20,,Professional,9
15119,Adah Spencers,Neil Mccarthy,Business,2019-05-20,,Professional,9
15120,Kariotta Barense,Neil Mccarthy,Business,2019-05-20,,Professional,9
15121,Biddy Rapps,Neil Mccarthy,Business,2019-05-20,,Professional,9
15122,Thatcher Frankish,Neil Mccarthy,Business,2019-05-20,,Professional,9
15123,Idelle Kidstoun,Neil Mccarthy,Business,2019-05-20,,Professional,9
15124,Bailey Antrim,Neil Mccarthy,Business,2019-05-20,,Professional,9
15125,William Dryden,Neil Mccarthy,Business,2019-05-20,,Professional,9
15126,Dean Burnup,Neil Mccarthy,Business,2019-05-20,,Professional,9
15127,Burtie Garfitt,Neil Mccarthy,Business,2019-05-20,,Professional,9
15128,Maggy Clapison,Neil Mccarthy,Business,2019-05-20,,Professional,9
15129,Julia Llorens,Neil Mccarthy,Business,2019-05-20,,Professional,9
15130,Sanford Larking,Rachel Richard,Business,2019-07-15,,Professional,9
15131,Ulrika Lemerie,Rachel Richard,Business,2019-07-15,,Professional,9
15132,Alidia Govett,Rachel Richard,Business,2019-07-15,,Professional,9
15133,Angel Matteau,Rachel Richard,Business,2019-07-15,,Professional,9
15134,Wolfie Showers,Rachel Richard,Business,2019-07-15,,Professional,9
15135,Nicolea Gibbins,Rachel Richard,Business,2019-07-15,,Professional,9
15136,Florina Sudlow,Rachel Richard,Business,2019-07-15,,Professional,9
15137,Dianna Brewett,Rachel Richard,Business,2019-07-15,,Professional,9
15138,Megan Hallihan,Rachel Richard,Business,2019-07-15,,Professional,9
15139,Sherlocke Baselio,Rachel Richard,Business,2019-07-15,,Professional,9
15140,Keen Tripony,Rachel Richard,Business,2019-07-15,,Professional,9
15141,Collete Causbey,Rachel Richard,Business,2019-07-15,,Professional,9
15142,Gabi Ivins,Gregor Gomez,Business,2019-07-29,8.0,Professional,9
15143,Melodee Crippen,Gregor Gomez,Business,2019-07-29,8.0,Professional,9
15144,Wilt Gotliffe,Gregor Gomez,Business,2019-07-29,,Professional,9
15145,Mela Burgill,Gregor Gomez,Business,2019-07-29,8.0,Professional,9
15146,Uriel Eidelman,Gregor Gomez,Business,2019-07-29,8.0,Professional,9
15147,Vivienne Blakelock,Gregor Gomez,Business,2019-07-29,,Professional,9
15148,Auberon Werny,Gregor Gomez,Business,2019-07-29,8.0,Professional,9
15149,Nikolaus Gullefant,Gregor Gomez,Business,2019-07-29,8.0,Professional,9
15150,Prentice Van Der Hoeven,Gregor Gomez,Business,2019-07-29,8.0,Professional,9
15151,Alikee Sawood,Gregor Gomez,Business,2019-07-29,8.0,Professional,9
15152,Guido Lassells,Gregor Gomez,Business,2019-07-29,,Professional,9
15153,Verena Townes,Gregor Gomez,Business,2019-07-29,8.0,Professional,9
15154,Kylie Cordell,Gregor Gomez,Business,2019-07-29,8.0,Professional,9
15155,Cornelia Artist,Hamzah Melia,Business,2019-08-12,,Professional,9
15156,Hanni Katt,Hamzah Melia,Business,2019-08-12,,Professional,9
15157,Eric Spritt,Hamzah Melia,Business,2019-08-12,,Professional,9
15158,Merrill Mckie,Hamzah Melia,Business,2019-08-12,,Professional,9
15159,Marcela Riding,Hamzah Melia,Business,2019-08-12,,Professional,9
15160,Lea Normington,Hamzah Melia,Business,2019-08-12,,Professional,9
15161,Aguste Tann,Hamzah Melia,Business,2019-08-12,,Professional,9
15162,Anet Satterley,Hamzah Melia,Business,2019-08-12,,Professional,9
15163,Agace O'Shields,Hamzah Melia,Business,2019-08-12,,Professional,9
15164,Matteo Yeowell,Burhan Milner,Business,2019-09-16,,Professional,9
15165,Deck Itzchaki,Burhan Milner,Business,2019-09-16,,Professional,9
15166,Tarrah Bunny,Burhan Milner,Business,2019-09-16,,Professional,9
15167,Fairlie Cogzell,Burhan Milner,Business,2019-09-16,,Professional,9
15168,Robinet Renwick,Burhan Milner,Business,2019-09-16,,Professional,9
15169,Boote Moan,Burhan Milner,Business,2019-09-16,,Professional,9
15170,Vaughn Wallington,Burhan Milner,Business,2019-09-16,,Professional,9
15171,Jim Dwerryhouse,Burhan Milner,Business,2019-09-16,,Professional,9
15172,Harriett Saffin,Burhan Milner,Business,2019-09-16,,Professional,9
15173,Omero Shill,Burhan Milner,Business,2019-09-16,,Professional,9
15174,Casey Putten,Elly Kelly,Business,2019-10-21,,Professional,9
15175,Una Caldicot,Elly Kelly,Business,2019-10-21,,Professional,9
15176,Riva Mangeot,Elly Kelly,Business,2019-10-21,,Professional,9
15177,Gery Marchment,Elly Kelly,Business,2019-10-21,,Professional,9
15178,Brendan Tithecott,Elly Kelly,Business,2019-10-21,,Professional,9
15179,Dorice Slides,Elly Kelly,Business,2019-10-21,,Professional,9
